formula,formation_energy,e_hull,density,volume,nsites,stability
Nd(ErS2)3,-2.394001295437499,0.0,6.022148222739822,462.36354430201726,20,1
Nd(HoS2)3,-2.398549836937499,0.0,5.904629910760264,467.63652483359306,20,1
Nd(LuS2)3,-2.383524901437496,0.0,6.373651048945223,448.913563883247,20,1
Nd(TmS2)3,-2.396928890937499,0.0,6.123113237553284,457.4653771381044,20,1
Nd(YS2)3,-2.4001071289375,0.0,4.216961071758094,475.16943198758713,20,1
Nd2HfS5,-2.187287793632809,0.0,6.11120088207798,681.8002000189014,32,1
Nd2Pt2O7,-2.348622128181817,0.0,9.251211750542566,283.833425333572,22,1
Nd2ZrS5,-2.201563932812502,0.0,5.195530650205344,690.3979240062843,32,1
Nd3S3N,-2.21857095816964,0.0,5.545746110943608,650.2660873062475,28,1
NdCuS2,-1.602238972656248,0.0,5.675716213524164,318.2191955516216,16,1
NdMn2O5,-2.609972436357758,0.0,5.995104942667103,370.17611200563937,32,1
NdVO3,-3.221048318000001,0.0,6.769493593782093,238.6073389614317,20,1
Np2SO10,-2.544507634615385,0.0,5.499368594456665,804.4683466210203,52,1
P28Pb5I2,-0.088852987642855,0.0,4.059245458531799,3529.6275048628977,140,1
PPdS,-0.594736475714283,0.0,5.015562776918197,448.8316178972408,24,1
PRhSe,-0.729477651512896,0.0,7.149634361481312,197.73201905899265,12,1
PdPbF4,-1.9771300641666647,0.0,6.923125044480917,186.9007480803272,12,1
PdSeO3,-1.032893985468749,0.0,5.0106199066219,154.68489951937246,10,1
Pr(ErS2)3,-2.393720722354166,0.0,5.962424687550887,465.13764198903743,20,1
Pr(HoS2)3,-2.398605138354165,0.0,5.846631311505663,470.3814604507269,20,1
Pr(LuS2)3,-2.382202535854165,0.0,6.310563216049318,451.6466554376857,20,1
Pr(TmS2)3,-2.396307627354167,0.0,6.056527109587262,460.6664213863861,20,1
Pr(YS2)3,-2.400588398854165,0.0,4.168783917269164,478.004473211693,20,1
Pr2HfS5,-2.182488898424477,0.0,5.954122459594716,692.3477748798786,32,1
Pr2ZrS5,-2.19645111104167,0.0,5.06429949525659,699.5417689726412,32,1
Pr3S3N,-2.191269211026782,0.0,5.336090683209433,663.3636895742382,28,1
PrCuS2,-1.593449684322916,0.0,5.511875987223327,323.660143667126,16,1
PrFeO3,-2.757081589333333,0.0,6.705028763705313,242.4558416265244,20,1
Rb(SbSe2)2,-0.767052543124999,0.0,4.876833880010663,439.12168405760434,14,1
Rb14ZnGe16,-0.181603568064516,0.0,3.47790912984968,2314.882687262957,62,1
Rb2(NbCl3)3,-1.884424737142858,0.0,3.25605026638775,784.0843854180101,28,1
Rb2(ReSe2)3,-0.921010346732958,0.0,6.998459638119991,1142.053724453602,44,1
Rb2CoF6,-2.481685928333333,0.0,3.860771406731968,147.89574373500795,9,1
Rb2GaSb2,-0.490261971749999,0.0,4.06710266562906,1581.464834524584,40,1
Rb2Hg3Se4,-0.787987856319448,0.0,6.364904475060059,567.9810283589466,18,1
Rb2Hg3Te4,-0.683066407685187,0.0,6.327949350313701,1346.8167062794887,36,1
Rb2LiSn4,-0.291459588511903,0.0,4.261235815037861,2034.8301962419232,56,1
Rb2MoSe4,-1.099977280982144,0.0,4.046732759651865,956.4476588767892,28,1
Rb2Pd3S4,-0.951047283888884,0.0,4.568928616946554,224.77253878478703,9,1
Rb2PtC2,-0.061142019,0.0,4.920661859580624,131.62422791045643,5,1
Rb2PtSe2,-1.074541657937501,0.0,5.897902480452656,147.51382838598647,5,1
Rb3GaP2,-0.399427311547619,0.0,2.973063926688732,3468.001643669879,96,1
Rb4SnSb6,-0.419617713333332,0.0,3.96598343556047,2992.352129414201,66,1
Rb4Te8O23,-1.639239081809524,0.0,5.127154942133546,2242.0420338648923,140,1
Rb5(CoO2)2,-1.28055545431818,0.0,4.01049635825494,504.4788844165424,22,1
RbAgSe4,-0.6960230001736081,0.0,4.750191142601567,711.9769410475196,24,1
RbCuSe4,-0.7226372223958291,0.0,4.624422693809937,667.6793591474303,24,1
RbGdSe2,-1.9765518055468752,0.0,5.300175668634795,125.51937144152,4,1
RbIn3S5,-0.9947991457407392,0.0,4.341125563000797,677.332080893411,27,1
RbInTe2,-0.910861689374998,0.0,5.035004056799484,300.4374799500486,8,1
RbPSe3,-0.8051613375014881,0.0,3.757298610076806,936.9033196344336,30,1
RbPt2Se3,-0.884477465755207,0.0,7.222047296309265,327.6523326216352,12,1
RbReCl4,-1.519241968888886,0.0,4.221938014932293,975.7760286792349,36,1
RbRuF6,-2.4532000946875,0.0,3.877157002542467,128.712571678186,8,1
Re3Se4Cl,-0.560260590781247,0.0,8.079055332493766,374.04069710211706,16,1
RuClF8,-1.624961623999999,0.0,2.987564730852795,1282.8709504429746,80,1
SbAs2Cl13,-0.677861348593749,0.0,2.485373344415774,978.7921133158352,32,1
SbIrSe,-0.561186512187499,0.0,10.803710887665178,241.57893375601617,12,1
SbOsS,-0.482026049166666,0.0,10.042148323235562,227.567548364984,12,1
SbOsSe,-0.399562079114583,0.0,10.542719681196584,246.3075061153814,12,1
Si(Ag4S3)2,-0.285906270458332,0.0,6.046393682787592,1190.1726262053887,60,1
Sm(ErS2)3,-2.380271892999999,0.0,6.124099115569162,457.9841213651436,20,1
Sm2HfS5,-2.207648429375,0.0,6.357779543004347,668.1407210015964,32,1
Sm2ZrS5,-2.199853141875003,0.0,5.435167358788313,674.911508135463,32,1
SmCuS2,-1.631051361874998,0.0,5.970398891720823,309.319124764963,16,1
Sr(Ag3O2)2,-0.8542381654545431,0.0,7.320905973344463,724.764456025968,44,1
Sr(BiS2)2,-1.153065220119047,0.0,5.569661114537823,2267.6799656433022,84,1
Sr3(AlAs2)2,-1.154644779999999,0.0,4.2093865976079,486.407246320169,18,1
Sr3(GaP2)2,-1.022278914100529,0.0,3.883919660274022,449.9461747508001,18,1
Sr3(GeP2)2,-0.920536255489418,0.0,3.8455424485641823,918.9496606225392,36,1
Sr3Sb4S9,-1.259564848281249,0.0,4.147069228580007,1663.2902105360477,64,1
Sr4As2O,-1.701555782857144,0.0,4.4446981268313,192.89810551874788,7,1
Sr4GeP4,-1.118488307850528,0.0,3.685735940597264,1971.578806796353,72,1
Sr4SiAs4,-1.206752120694444,0.0,4.31798223041934,2086.6482849537792,72,1
Sr7GeN6,-0.738674926785714,0.0,4.74189647533553,1078.596827933212,56,1
SrLiAs,-1.199801943055556,0.0,4.042408789528388,278.47997870771974,12,1
Ta(ICl)2,-1.3011900074666651,0.0,5.193416378545301,323.3605033503283,10,1
Ta2Hg2F11,-2.948731622811112,0.0,6.5215549897772895,990.0341931753989,60,1
Ta2Tl4Se11,-0.5799663702561281,0.0,6.751952400059153,1007.342906035804,34,1
Ta4P4S29,-0.8323654068352611,0.0,3.300290310376228,3577.536222266369,148,1
TaCu3Te4,-0.474511129249997,0.0,6.918515284068941,211.6887727778828,8,1
Tb2HfS5,-2.173636854257811,0.0,6.733482576510232,647.7593347312813,32,1
Tb2TeO2,-3.327411077999997,0.0,8.212666351732242,96.5366804303954,5,1
Tb2ZrS5,-2.189312639791669,0.0,5.78211131882062,654.0935614869318,32,1
Tb3Te3N,-1.79381197767857,0.0,7.216516016380209,804.0546330058525,28,1
TbCuS2,-1.60526750890625,0.0,6.396229210596204,297.620815355952,16,1
TbMn2O5,-2.650917842503562,0.0,6.601105118070377,350.9675580857557,32,1
Te6IrCl3,-0.404271731250003,0.0,5.804815010475892,608.841390655531,20,1
Te6RhCl3,-0.429403895249998,0.0,5.338338988594731,606.4810019040381,20,1
TeAuI,-0.405502547222223,0.0,7.131650353385349,420.48348449506994,12,1
Th(TeI)2,-1.343993580666666,0.0,5.7404130256472286,428.7278591937164,10,1
ThSO,-3.4304611374999983,0.0,8.692176439657416,107.0206249745882,6,1
TiCoSb,-0.658718782222221,0.0,7.557042599749188,50.2224418954328,3,1
Tl2(ReSe2)3,-0.502335278125,0.0,8.81481189414014,1085.9366798865844,44,1
Tl2Au4S3,-0.408820173796298,0.0,9.692571714625544,442.9765923213368,18,1
Tl2GeSe3,-0.611030478949656,0.0,6.516785156563859,366.052564772349,12,1
Tl2Hg3Se4,-0.329950313194444,0.0,8.363910943855155,526.6675305628945,18,1
Tl2PdCl4,-1.177903445238097,0.0,5.049401293275214,216.05964324017216,7,1
Tl2SnO3,-1.497404127777778,0.0,9.128278737090664,418.74198401105656,24,1
Tl2SnSe3,-0.633619698324656,0.0,6.927786637569848,1465.6848560899434,48,1
Tl3SbSe3,-0.435857006741071,0.0,7.320750346336121,881.7102166500882,28,1
Tl3SiTe3,-0.450613075357142,0.0,6.931094088966268,981.3462437269956,28,1
Tl4GeSe4,-0.6013629875231511,0.0,7.061995453699862,1134.3151077142518,36,1
TlIn5S6,-0.759767671805546,0.0,5.221915136377203,617.4579233383168,24,1
TlPd3O4,-0.943217649791666,0.0,8.749107397040602,223.0629085458592,16,1
TlPt2S3,-0.691701527638893,0.0,8.529811596182535,268.9417470305537,12,1
Tm2CdS4,-1.9535404828571448,0.0,5.596827461615331,343.2970964592988,14,1
TmTlSe2,-1.595562889531248,0.0,7.792289270913048,113.206864931356,4,1
V2PS10,-0.8532792550686801,0.0,2.511238314692027,2399.0258220016763,104,1
VCu3S4,-0.8562810200000001,0.0,3.966135452969545,154.84416641947865,8,1
W6CCl18,-0.901346643199999,0.0,4.547022843658735,1280.5147439084344,50,1
Y2CdS4,-1.9366310149999992,0.0,3.8995312080374793,356.4053395002699,14,1
Y3Te3N,-1.721961335714283,0.0,5.51618680584962,798.9634706301512,28,1
YMn2O5,-2.633742017295228,0.0,5.30340269093089,349.15192965223,32,1
Zn(GaTe2)2,-0.6253114245238071,0.0,5.508738162025835,215.6045241482677,7,1
Zn3TeO6,-1.699591537,0.0,6.146977535979629,680.464328388086,60,1
ZnGeP2,-0.275104891488094,0.0,4.179818738428334,158.90738908504878,8,1
ZnP14Pb,-0.052713252812498,0.0,3.432573731896566,1366.6035712821044,64,1
Zr6CoCl15,-1.91292519625,0.0,3.491529279421773,541.2566211450136,22,1
Zr6FeCl14,-2.0775658530952352,0.0,3.271219289706985,1116.289688180036,42,1
ZrTe2Br5,-1.267670202291665,0.0,4.247347512059873,583.2671567272545,16,1
Ag2S2O7,-1.4055423298484842,0.0,4.598442833041431,283.0099298607328,22,1
AgClO4,-0.414067270277776,0.0,4.229779246078329,81.38981885634249,6,1
AgI3O8,-0.753021275972222,0.0,4.979406561017461,822.4673908574347,48,1
AgIO3,-0.713068665333332,0.0,5.999922075919814,626.0775664617084,40,1
Al2BiSe4,-0.8726628287500011,0.0,4.916474284178594,781.9364198332319,28,1
Al2ZnS4,-1.190503468035713,0.0,3.281121926450817,250.64764281935976,14,1
AlICl6,-1.32499238,0.0,2.487460068647398,489.46335736234505,16,1
AlSCl7,-0.9023574200347212,0.0,1.9468865434888991,524.0641541194176,18,1
AsKrF7,-1.485383560462962,0.0,3.536363482533973,547.8998229043624,36,1
B2Pb4O7,-2.046420790641024,0.0,7.1594005574711534,892.8861250114036,52,1
BPS4,-0.645372425634919,0.0,1.994541415192164,141.5693693903541,6,1
Ba(AuF4)2,-2.209939348181815,0.0,6.342110180669233,357.78594413808605,22,1
Ba(InS2)2,-1.363742763869046,0.0,4.096007203315982,1606.1243984397618,56,1
Ba2GeS4,-1.718871715714283,0.0,4.060395878660701,777.9300530059315,28,1
Ba2H3I,-1.013956369791667,0.0,4.642711762503339,144.70523533798794,6,1
Ba2SiSe4,-1.724802340624997,0.0,4.708322461865282,436.32331212121846,14,1
Ba2SnO4,-2.725244696428571,0.0,6.514413199418974,116.58253492892035,7,1
Ba3Sn2S7,-1.583597970624998,0.0,4.061723755049394,1429.020892697478,48,1
Ba3Te2O9,-2.3881671898809542,0.0,6.224522097447718,432.8007042420203,28,1
Ba5(IO6)2,-2.299061808157895,0.0,5.798989423800125,1297.09182741766,76,1
BaCeO3,-3.589836753000001,0.0,6.272009404625958,344.64733173556965,20,1
BaCr2O4,-2.603035794642854,0.0,5.301521253614749,382.5245244418224,28,1
BaGe2S5,-1.146028342499999,0.0,3.423471482862407,859.3685018603461,32,1
BaGeS3,-1.433299476249995,0.0,3.697401324024579,1100.0027687662705,40,1
BaHgO2,-1.9609385931250007,0.0,6.302162373093815,97.46807538236185,4,1
BaLiH3,-0.6094920114166651,0.0,3.789069851402205,64.54983172455981,5,1
BaTiO3,-3.492277977666666,0.0,5.905237274567591,65.57310741671338,5,1
BaZnO2,-2.365424036666665,0.0,5.725287390866139,204.24457974584027,12,1
Bi2CO5,-1.784232285312501,0.0,7.860438033099017,861.8579406588494,64,1
Bi2TeO5,-1.644739106145836,0.0,7.854367725983495,529.0117303166012,32,1
Bi4I2O5,-1.494979854772725,0.0,8.04729385047113,965.481471679674,44,1
BiBrO,-1.555466066666671,0.0,7.81849613632773,129.50609729692894,6,1
BiIO4,-1.235655969166666,0.0,7.447156588693821,356.6571781190205,24,1
BiKrF7,-1.259169145185184,0.0,4.600295087345924,614.7458740355426,36,1
BiSbO4,-1.8414490133333272,0.0,8.368756310551321,156.6488127381902,12,1
BrNO3,-0.5361104965000001,0.0,2.923029358854789,322.4671988112441,20,1
Ca2BrN,-1.635277027499999,0.0,3.534226822416866,81.78438172411364,4,1
Ca2H6Ru,-0.7098598275000001,0.0,3.341859280510864,93.0545451682951,9,1
Ca2IN,-1.358238939999999,0.0,4.010938536209053,183.04477558744145,8,1
Ca2NCl,-1.796587630312501,0.0,2.824901798883635,76.19094355059086,4,1
Ca2SnS4,-1.678317246785714,0.0,2.882205718964618,753.8747135589316,28,1
Ca3AlN3,-1.229088554821428,0.0,3.069405689101672,409.503601044365,28,1
Ca3PI3,-1.683612634591838,0.0,3.721302654212342,949.4265514338972,28,1
Ca3UO6,-3.619776442499985,0.0,4.931499685177281,305.9172173888696,20,1
CaCrO4,-2.43201730833334,0.0,3.14982524324953,164.55716430369858,12,1
CaSnO3,-2.694555046500007,0.0,5.520396786842774,248.80571219239832,20,1
CaTeO4,-2.269806247777776,0.0,4.627388712128368,332.54728185655193,24,1
CaTiO3,-3.556087157166666,0.0,4.02925941391082,224.09973769300063,20,1
CdCN2,-0.027482624374998,0.0,4.754058841630004,53.24385900623181,4,1
CdMoO4,-1.814628006666668,0.0,6.049733854246376,149.5092183985517,12,1
Co2Te3O8,-1.474494457692308,0.0,5.578240041435182,374.2818961219498,26,1
CoSe2O5,-1.272770595898438,0.0,4.617434747293967,427.0174871570919,32,1
Cr2(Bi2O5)3,-1.7208289165217372,0.0,7.297680234023007,727.1675839141416,46,1
Cr2(MoO4)3,-2.09364696382353,0.0,3.579311015652639,1083.3716383259307,68,1
Cr2Te4O11,-1.752028875686286,0.0,5.149405714263823,509.7544218908825,34,1
CrCdO4,-1.631303849999999,0.0,4.383609980589499,173.0422774947916,12,1
CrPO4,-2.59617238077381,0.0,3.44621665146685,424.8924026285614,36,1
Cs2GeCl6,-1.8067872082567007,0.0,3.311963221357625,276.3428926846074,9,1
Cs2HfI6,-1.508881836590033,0.0,4.87983381313876,410.292248818364,9,1
Cs2NiF6,-2.466306513333333,0.0,4.188413132692228,173.8457012170175,9,1
Cs2PdF6,-2.32513731888889,0.0,4.500602252329181,179.395880059739,9,1
Cs2Te4O9,-1.675637743231801,0.0,4.8650203327355,1256.345983245707,60,1
Cs2TiCl6,-2.06158007574074,0.0,3.155059911230977,277.04734215873464,9,1
Cs3AlO3,-2.156945058423644,0.0,4.739210837805729,663.9002966537626,28,1
Cs3Bi2I9,-1.211825776711825,0.0,4.773291673624063,1362.8720035122276,28,1
Cs3Cu2Cl5,-1.547970491000001,0.0,3.638425881510193,1283.500955463547,40,1
Cs3Cu2I5,-1.199703301896553,0.0,4.419372852984223,1743.9347446679678,40,1
Cs3GaSe3,-1.284426346741071,0.0,4.3226463248542,1083.7901198021286,28,1
Cs3Sb2Cl9,-1.814263952068962,0.0,3.386476362611856,471.3744350936588,14,1
Cs3SbSe3,-1.144839279241068,0.0,4.063159904343593,1238.0707090884969,28,1
Cs4Au6S5,-0.7809329449375011,0.0,6.190433920719732,502.6188538168242,15,1
Cs4Co3F10,-2.642416019624743,0.0,4.838991995597819,616.590110730016,34,1
Cs4SiSe4,-1.290506217277295,0.0,3.960556234993768,2936.7198396637027,72,1
Cs4SnO4,-1.744003894568965,0.0,5.011585287650842,946.7438502255224,36,1
CsAgCl2,-1.397385576249998,0.0,4.087239009574687,253.25469689040528,8,1
CsAs3O8,-1.767822698096265,0.0,4.551395247943797,354.382079447938,24,1
CsAu3S2,-0.5690842609375011,0.0,7.255512245349284,180.3314595933318,6,1
CsAuF4,-1.9246664358333327,0.0,6.002446291311479,224.5603568414312,12,1
CsBiO2,-1.674317142413794,0.0,6.351593670502787,195.4942658770381,8,1
CsCdCl3,-1.703871709499998,0.0,3.907044593531172,896.796766964518,30,1
CsCeF5,-3.82972951762931,0.0,4.716474631780855,1036.538157317987,56,1
CsDyS2,-2.121056255156247,0.0,5.150354104061922,231.8375209334761,8,1
CsHoS2,-2.117354090156251,0.0,5.236562334658693,229.56216945373188,8,1
CsICl2,-1.414317306163793,0.0,3.772485427136273,145.57159169159775,4,1
CsInI4,-1.158595765636974,0.0,4.217001806314527,1189.730379872715,24,1
CsInS2,-1.178435854531249,0.0,3.995907581009716,1036.7503841080547,32,1
CsLuS2,-2.050110127830457,0.0,5.583005762275544,221.2874679173401,8,1
CsMnO4,-1.4896368375143632,0.0,3.649579521513815,458.34538199554953,24,1
CsNO2,-1.267775601163792,0.0,3.72047782558346,239.55683033209817,12,1
CsNaS,-1.274295310937501,0.0,3.440432631947764,181.43955927976768,6,1
CsNdS2,-2.08965787328125,0.0,4.515851140365055,250.9845979483906,8,1
CsPrS2,-2.077811845572913,0.0,4.394333046591848,255.4051852888868,8,1
CsSbO2,-1.854186307413794,0.0,4.968155127322778,191.62734539415547,8,1
CsTbS2,-2.123014090156246,0.0,5.043127309672519,234.41280833800576,8,1
CsTmS2,-2.112461235156249,0.0,5.403791660227766,224.91870856091785,8,1
CuW3Cl7,-0.78240204931818,0.0,5.282520106103557,2170.840785750502,88,1
DyCrO3,-3.220740385333334,0.0,7.978148620394884,218.53793938887344,20,1
DyPtF7,-2.817237958055554,0.0,6.513260957221938,500.2810984897964,36,1
ErPtF7,-2.816598800925924,0.0,6.720363344068253,489.5674831340008,36,1
ErSeI,-1.969166459114586,0.0,5.55009212960903,223.2705634902673,6,1
Fe(PO3)2,-2.470533366309521,0.0,3.282061936730978,432.6607689335354,36,1
Fe2(SeO4)3,-1.264223167472426,0.0,3.910137895832627,918.2547227373846,68,1
FeTe6O13,-1.5087576434999992,0.0,5.981370730000654,571.5815878208988,40,1
FeWO4,-2.022696756666667,0.0,7.609071009222092,132.54622556038296,12,1
Ga2Hg3Cl8,-1.267080934615386,0.0,3.960821937258483,1718.6199066472052,52,1
Ga2PbS4,-0.9529603046428552,0.0,4.673442147600109,1349.925713949747,56,1
GaPS4,-0.506497706954365,0.0,2.593544579931285,586.366088796224,24,1
Gd3SbO7,-3.362648602727271,0.0,7.763111093357803,301.8171267999116,22,1
GdPtF7,-2.891240942222216,0.0,6.204755473805545,519.5353853411372,36,1
Ge2S3Br2,-0.8114880353571421,0.0,3.08034584777227,865.2873816027567,28,1
Ge2S3I2,-0.645926714285713,0.0,2.952718099533369,1114.1440580589715,28,1
Hf(PS3)2,-0.800161286980819,0.0,2.905844116367829,494.6769227250391,18,1
HfNCl,-2.150861657083332,0.0,7.224172087505387,104.79245994829516,6,1
Hg2SeO3,-0.9253474820572932,0.0,7.022349302594426,499.5445688466656,24,1
Hg3PO4,-1.512991686517859,0.0,8.122707635543463,569.7441310601517,32,1
Hg3TeCl4,-0.621929513125003,0.0,6.183798548284994,1871.5121248830824,64,1
HgAsF7,-2.026376432222223,0.0,5.080280513175504,534.0893349165092,36,1
HgMoO4,-1.5400649545833351,0.0,7.253532617816265,165.06995857909925,12,1
HoCrO3,-3.2267283235,0.0,8.113944214971221,216.86995599622568,20,1
HoPtF7,-2.815040818611111,0.0,6.617518177549906,494.8386727151315,36,1
InClO,-1.814578640555555,0.0,4.515925264596758,122.27770773078213,6,1
InPO4,-2.471440718551586,0.0,4.777707091758406,145.8287101605789,12,1
InPS4,-0.48460511487103,0.0,3.056129866493824,148.90520918656284,6,1
K14Fe4O13,-1.6149025618225812,0.0,2.820047007394156,1152.6403285554047,62,1
K2Ge2S5,-1.040038007166665,0.0,2.542770396423353,1002.5561907123564,36,1
K2H4Pd,-0.35756616892857,0.0,2.426497539034409,129.0988210747073,7,1
K2HgCl4,-1.554502505714286,0.0,3.412486011791583,818.6646383240004,28,1
K2NiF6,-2.384495597166662,0.0,3.251503735631345,128.12432984816914,9,1
K2TeBr6,-1.39301875735185,0.0,3.625058943565936,627.7611444407653,18,1
K2TeS3,-0.8753895005729171,0.0,2.583561251969623,776.3993970767859,24,1
K2W2O7,-2.283939672227272,0.0,5.772893584880375,320.9374642914357,22,1
K3AlTe3,-1.127586541607144,0.0,3.236660283519737,1081.6470567963563,28,1
K3GaSe3,-1.269708642325892,0.0,3.2106159769808422,876.9644557261856,28,1
K3GeS3,-1.241486059892857,0.0,2.39342557050554,397.0291643303487,14,1
K3NbS4,-1.470959260843749,0.0,2.360180937792134,952.5171040440632,32,1
K3SbSe3,-1.154353655540177,0.0,3.319505607226225,952.3207225653646,28,1
K3V5O14,-2.402736184170454,0.0,3.030567025682187,326.5630860734463,22,1
K4MnBr6,-1.786828043357366,0.0,3.180329648920842,721.3252690145288,22,1
K4PbO3,-1.467546646593748,0.0,3.904665245786845,1400.3015493613402,64,1
K4SnO3,-1.581512152843749,0.0,3.126599629574062,1372.7948845084304,64,1
K4SnO4,-1.823757819333333,0.0,3.109594323601198,362.16307808486266,18,1
K5FeO4,-1.5476510366249991,0.0,2.600183819523264,1611.0386908788803,80,1
K5InO4,-1.562469399041666,0.0,3.100994990350771,3206.978737546148,160,1
KAlTe2,-0.963640327187501,0.0,3.693835193292205,1155.4337329939226,32,1
KHoS2,-2.169712703593749,0.0,4.359707361879431,102.13709948724274,4,1
KICl2,-1.377944160249999,0.0,2.8804362005113093,1092.6019267090776,32,1
KIO4,-1.166621643708329,0.0,3.734796980402538,204.52228151704813,12,1
KInBr3,-1.519488171283333,0.0,3.749623312357553,697.2808897524967,20,1
KLiTe,-1.209200204083333,0.0,3.200429821183268,180.18507341646608,6,1
KLuS2,-2.157894059010415,0.0,4.70092468522912,98.26878640409264,4,1
KMgH3,-0.3456561272,0.0,1.738989885084084,63.4304022052392,5,1
KMnF3,-3.016103159036205,0.0,3.450245699508706,145.3773548581438,10,1
KNaS,-1.285839426354165,0.0,2.096890130118769,298.2413766636039,12,1
KNb3O8,-2.986958873937498,0.0,4.004976877188869,369.6846837346525,24,1
KNbO3,-2.852127680450001,0.0,4.499799378518349,66.42558683114697,5,1
KNdS2,-2.12713226921875,0.0,3.688600966860526,111.40649386181222,4,1
KPrS2,-2.111774870260417,0.0,3.574775068177798,113.40497648238076,4,1
KTbS2,-2.17153049234375,0.0,4.177235957651041,104.21158433232767,4,1
KTlCl4,-1.544014930097224,0.0,3.465482604677857,369.23865902390094,12,1
KTlF4,-2.494076720374996,0.0,5.541789765100618,574.364341648875,36,1
KYS2,-2.173502057343748,0.0,3.079141902746625,103.6153162731448,4,1
La2SeO2,-3.491444638468752,0.0,6.22862512961434,103.64523915760148,5,1
La2SiS5,-1.908855694257813,0.0,4.110440147368529,753.3781172336312,32,1
LaAlH6,-0.4340783521875,0.0,3.702492803109261,77.11134527059274,8,1
LaCrO3,-3.1966233445,0.0,6.706217884389386,236.61766314523803,20,1
LaGaS3,-1.6847058531875,0.0,4.34049606706342,1399.3919751039664,60,1
LaHO,-2.510143050416665,0.0,5.584880435065513,370.8574462763354,24,1
LaPS4,-1.323434070079362,0.0,3.281413336965101,1206.9722188183716,48,1
Li2B2S5,-0.9961007786111112,0.0,1.829511405395888,355.484752829781,18,1
Li2PtF6,-2.327044650370371,0.0,5.560438143390972,192.8919042209868,18,1
Li2TeO4,-1.949830574404762,0.0,4.554077838759675,299.6935188813291,28,1
Li3AsS3,-1.141629995,0.0,2.429670443210828,524.7184121092278,28,1
Li3BiO3,-1.959947816785713,0.0,5.408113280673483,682.38276178496,56,1
Li3SbS3,-1.171406391071427,0.0,2.904439465711608,546.0608863438224,28,1
Li3ScN2,-1.049828191874998,0.0,2.504720864974737,497.4472018838932,48,1
Li3VF6,-3.21164398849999,0.0,3.068407121584963,603.1532738433947,60,1
Li4H6Ru,-0.5027980612878791,0.0,2.404791934265277,186.27493663438904,22,1
Li4SeO5,-1.950933552567708,0.0,3.251665605753137,190.70688849802823,20,1
Li4SnS4,-1.274180585092592,0.0,2.572562034958062,709.3419458485032,36,1
LiAlTe2,-0.925174646666666,0.0,3.986690686480764,240.8510256428608,8,1
LiCeF5,-3.813024981190474,0.0,4.567926037386346,703.9200614203706,56,1
LiGaI3,-1.006771274666666,0.0,4.33230623565728,701.2367235116269,20,1
LiInI4,-0.999954962916666,0.0,4.310557020967439,969.809601655855,24,1
Lu2PbS4,-1.912786647261904,0.0,6.971735054910605,652.9929803982398,28,1
Lu2ZnS4,-1.956923562440475,0.0,5.729741540082126,630.1673553030956,28,1
Mg(GaS2)2,-1.181832509047618,0.0,3.298995783839219,881.8968652563112,42,1
Mg6MnO8,-2.838937343028735,0.0,3.740741021274272,583.7604997297776,60,1
MgCrO4,-2.185497340833333,0.0,3.218590985678326,144.76612491605178,12,1
MgHN,-0.7358646412499981,0.0,1.850143462475749,423.48152813079736,36,1
Mn(IO3)2,-1.165002999770115,0.0,4.927276025923084,272.8047705078644,18,1
Mn(PO3)2,-2.595336400246305,0.0,3.131332518405578,451.56344657925473,36,1
Mn2P2O7,-2.5816131941043423,0.0,3.763679967633767,125.22138674368266,11,1
MnCr2O4,-2.337050971133004,0.0,4.9004860965885175,151.07905148966802,14,1
MnSnF6,-2.908231397866379,0.0,4.187520471349239,114.06150969980315,8,1
MnWO4,-2.216569472988496,0.0,7.310800981675956,137.541915912545,12,1
Mo6PbBr14,-1.092181490476191,0.0,4.731435236510219,2669.3873931686976,84,1
MoPO5,-2.379245834591837,0.0,4.233556205135817,162.31432249991926,14,1
Na2GeS3,-1.084484991709769,0.0,2.548573608287156,559.8550219505224,24,1
Na2H4Pd,-0.32011560642857,0.0,2.87963356015189,90.2060199924003,7,1
Na2PbO2,-1.575215994051721,0.0,5.530353170708311,685.0192130732371,40,1
Na2V3O7,-2.421644072590996,0.0,2.994470237225162,1034.0966506985783,72,1
Na2W2O7,-2.226846243887147,0.0,5.961132073288268,292.8541808885767,22,1
Na3AlSe3,-1.288684136026784,0.0,3.136825391798056,704.7617307973462,28,1
Na3AuS2,-1.061003663189655,0.0,3.991632294907518,274.61812238749945,12,1
Na3FeO3,-1.7015766634482752,0.0,3.053565068962521,375.9041172984559,28,1
Na3PS4,-1.119841152347598,0.0,2.233918706132584,339.26043194597605,16,1
Na3SbS3,-1.032834377276785,0.0,2.956224431503586,644.6723289992628,28,1
Na4I2O,-1.469234532931035,0.0,3.514775083663585,170.91532597430805,7,1
Na4ReN3,-0.404659592252155,0.0,4.072608587539332,261.1012790769117,16,1
Na5GaO4,-1.805002025939654,0.0,3.064815730127265,1077.8470662569932,80,1
Na5ReO6,-2.053585158283046,0.0,4.670962858169556,141.18862439287025,12,1
Na6Ge2S7,-1.148486333051725,0.0,2.45607269157867,686.471434505351,30,1
Na8Ga2O7,-1.866047422119673,0.0,3.254998143843118,888.3964661130715,68,1
NaAuS,-0.8325306321264361,0.0,5.822731714696094,1149.951736294541,48,1
NaCoO2,-1.557503675344833,0.0,5.112135088513984,37.00440947813951,4,1
NaDyS2,-2.134546867656251,0.0,4.61280897154459,89.85921186897164,4,1
